title,id,activity,status
Test suite emits many DeprecationWarnings when -3 is enabled,7092,2010-08-03.21:16:14,2
configure error: shadow.h: present but cannot be compiled,6140,2010-08-03.20:58:10,2
cPickle segfault with deep recursion,3338,2010-08-03.20:46:31,2
SocketServer.ForkingMixIn.collect_children() waits on pid 0,1540386,2010-08-03.20:12:20,2
argparse does not honor prefix_chars when adding default options,9444,2010-08-03.19:44:41,2
asciibin.a2b_uu returns unexpected values on non ascii data,5414,2010-08-03.19:27:32,2
Python(2.5.1) will be crashed when i use _ssl module in multi-threads environment in linux.,1978,2010-08-03.18:58:09,2
test_ssl memory leak,9497,2010-08-03.18:55:33,2
Py_Initialize needs to be done before file load (on msys+wine),4956,2010-08-03.18:31:53,2
cgi.py error on parsing/handling content-disposition,1540529,2010-08-03.18:26:23,2
Multiple buffer overflows in unicode processing,2620,2010-08-03.18:06:26,2
serve.py (using wsgiref) cannot serve Python docs under Python3 due to encoding issues,8867,2010-08-03.17:12:13,2
readline.replace_history_item leaks memory.,9450,2010-08-03.16:58:59,2
platform test borked in 2.7 branch on Power PC,9455,2010-08-03.08:09:58,2
test_smtplib.py no longer butt slow,2423,2010-08-03.06:39:59,2
Wrong URL in Python-3.2a1/README,9457,2010-08-02.21:07:21,2
"Minor comment error in configure.in  (""malloc support"" appears twice)",8119,2010-08-02.21:03:00,2
zipfile incorrectly documented as not supporting archive comments,9238,2010-08-02.20:52:19,2
return value of epoll.register,6867,2010-08-02.20:48:04,2
TypeError: __name__ must be set to a string object,7688,2010-08-02.20:42:34,2
"base64 module docs should indicate that encode methods return bytes,  not strings",7797,2010-08-02.20:39:41,2
To avoid hang up in using CGIXMLRPCRequestHandler under IIS 7.x,6728,2010-08-02.20:35:20,2
wsgiref.headers.Header() does not update headers list it was created with.,9019,2010-08-02.20:31:08,2
cmd.do_help documentation should mention docstrings,9111,2010-08-02.20:27:26,2
Add explanation as to how to raise a custom exception in the extending python intermezzo on exceptions,9037,2010-08-02.20:21:28,2
Version Checker,4280,2010-08-02.20:17:59,2
json docstrings on 3.x still use 'unicode' and 'str',9087,2010-08-02.20:16:23,2
"hasattr(open,'newlines') example gives incorrect results from  PEP0278",8562,2010-08-02.19:50:25,2
curses.wrapper : unnessesary code,8861,2010-08-02.19:44:57,2
Clarify __debug__ restrictions,9438,2010-08-02.19:40:26,2
Strengthen __*__ system name warning,9451,2010-08-02.19:33:10,2
Documentation of Property needs example,8172,2010-08-02.19:23:41,2
More precise document on os.path.normpath(),7386,2010-08-02.19:19:34,2
Tests fail if ./@test is not writeable,2609,2010-08-02.19:07:32,2
"regrtest: add a minimal ""progress bar""",8560,2010-08-02.19:00:07,2
"Improve ""test_support.check_warnings()""",7849,2010-08-02.18:14:14,2
Doc:  Class statements and metaclass = xxx,6928,2010-08-02.18:11:07,2
httplib getheader() throws error instead of default,8572,2010-08-02.17:15:19,2
mmap buffer implementation does not respect seek pos,8042,2010-08-02.16:49:42,2
Pickling bound methods,558238,2010-08-02.15:19:19,2
unittest.expectedFailure decorator does not maintain target function's docstring.,9454,2010-08-02.14:04:43,2
trace module doesn't seem to produce .cover files for Py3 (but does for Py2),6436,2010-08-02.12:35:47,2
profile.py bug with the main file being profiled,9428,2010-08-02.12:20:45,2
interactive pstats broken,7781,2010-08-02.12:06:42,2
pstats module crashes on trailing backslash,9209,2010-08-02.12:06:28,2
remove numbers from 3-.. level entries in docs toc,9106,2010-08-02.09:30:44,2
python interpreter import dependency with disutils/util,3984,2010-08-02.09:21:28,2
getpass.getpass() should allow Unicode prompts,1436203,2010-08-02.09:15:52,2
multiprocessing Queue module failes to send INIConfig objects,8612,2010-08-02.08:01:12,2
wrong truncation of last line in cmd.Cmd,8620,2010-08-02.07:20:40,2
"struct.pack and Long Integer datatype should be 4, but is 8 bytes",9249,2010-08-02.02:49:44,2
sgmllib doesn't support hex or Unicode character references,803422,2010-08-02.01:13:52,2
BUILD_LIST followed by BINARY_SUBSCR can be optimized to a BUILD_TUPLE if all members of the list are constants,8758,2010-08-01.22:59:43,2
xmlrpclib crash when PyXML installed - sgmlop is available,1772916,2010-08-01.22:53:27,2
glibc detected *** /usr/bin/python: corrupted double-linked list,9449,2010-08-01.20:59:07,2
BZ2File doesn't protect against mixed iterator and read usage,8397,2010-08-01.20:17:42,2
RPM build error with python-2.6.spec,5776,2010-08-01.18:38:34,2
test_io leaks memory,9448,2010-08-01.17:02:06,2
mmap crash on Windows with out of range file descriptor,8105,2010-08-01.15:50:08,2
os.path.ismount takes a cross-device symlink for a mountpoint,5551,2010-08-01.15:31:23,2
I/O error during one-liner gives bad diagnostic (and fails to return OS error status),5320,2010-08-01.15:07:10,2
optparse.OptionGroup with_statement context handling,2155,2010-08-01.14:58:26,2
documentation of bz2 module mildly erroneous,8602,2010-08-01.14:52:11,2
mmap.mmap as a context manager,8046,2010-08-01.14:50:07,2
trace.CoverageResults.write_results can't write results file for modules loaded by __path__ manipulation,4943,2010-08-01.14:38:52,2
urllib.urlopen does not have timeout parameter where as urllib2.urlopen has,6520,2010-08-01.14:26:04,2
Demo/embed/demo.c use of PySys_SetArgv() is invalid,6439,2010-08-01.14:25:29,2
Python 3.1.2 test suite segfaults on the alpha architecture,9447,2010-08-01.14:00:21,2
"fileobject.c can switch between fread and fwrite without an intervening flush or seek, invoking undefined behaviour",7952,2010-08-01.12:23:13,2
complex formatting incorrectly omits a negative zero real part,9416,2010-08-01.10:50:18,2
expat.ParserCreate - SystemError bad argument to internal function,8249,2010-08-01.10:12:55,2
"Improvement in doc of ""Extending and Embedding the Python Interpreter, 5.3 Beyond Very High Level Embedding: An overview""",6187,2010-08-01.09:13:40,2
Invalid expires date in cookiejar,8826,2010-08-01.09:06:50,2
"timeit needs ""official"" '--' flag",4810,2010-08-01.08:53:15,2
trace module borks __file__,1690103,2010-08-01.08:35:48,2
Unicode returns in doctest can make subsequent tests fail,8471,2010-08-01.08:22:32,2
fix autoconf quoting in help strings and code snippets,8509,2010-08-01.08:11:48,2
Lib/test/sortperf.py fails to run,8230,2010-08-01.08:07:54,2
windows installer package,7937,2010-08-01.08:00:06,2
pstats add command raises unhandled exception,7395,2010-08-01.07:58:25,2
Wrong order of parameters of _get_socket in SMTP class in smtplib.py,7702,2010-08-01.07:43:37,2
formatwarning function signature change breaks code,4891,2010-08-01.07:39:58,2
optparse: parse_args(values=...) does not set up default values,8735,2010-08-01.06:53:49,2
The checkempty_symmetric_difference test is never called,8768,2010-08-01.06:45:02,2
mailbox module is needlessly executable,8773,2010-08-01.06:42:50,2
archive_util.make_archive doesn't restore the cwd if an error is raised,7066,2010-08-01.01:56:07,2
Command line testing consistency between 2.x and 3.x,7331,2010-08-01.01:11:15,2
Use newer unittest methods throughout tests,9443,2010-07-31.22:39:38,2
threading via uid method doesn't work in imaplib,5146,2010-07-31.22:33:07,2
MozillaCookieJar should not store leading whitespace in Magic header,5147,2010-07-31.22:11:48,2
make clean fails to delete .a and .so.X.Y files,4007,2010-07-31.22:05:59,2
SimpleHTTPServer extensions_map,1726208,2010-07-31.22:02:28,2
Incorrect condition test in platform.py,8292,2010-07-31.21:54:45,2
"Importing pydoc and overwriting sys.stdout, causes one char to be sent to the console when calling help()",8198,2010-07-31.21:51:53,2
os.path.abspath(os.devnull) returns \\\\nul should be nul?,7909,2010-07-31.21:40:52,2
hotshot start / stop stats bug,1019882,2010-07-31.21:22:51,2
hotshot IndexError when loading stats,1375,2010-07-31.21:15:27,2
Reading /dev/zero causes SystemError,1174606,2010-07-31.21:09:12,2
cgi.FieldStorage.__len__ eventually throws TypeError,1015249,2010-07-31.21:08:08,2
htmllib quote parse error within a <script>,1144533,2010-07-31.21:07:03,2
test_cookie isn't comprehensive,3788,2010-07-31.21:04:15,2
sys.version format differs between MSC and GCC,5778,2010-07-31.20:29:49,2
pydoc.help samples sys.stdout and sys.stdin at import time,1700304,2010-07-31.19:42:36,2
CGIHttpServer leaves traces of previous requests in env,1711605,2010-07-31.19:10:34,2
str.__format__.__doc__ backport glitch,9328,2010-07-31.19:07:49,2
datetime's comparison methods do not return NotImplemented when they should,8005,2010-07-31.18:27:01,2
Remove suggestion for name mangling from the tutorial,8638,2010-07-31.18:26:36,2
Remove bad assert in TestDateTime.test_microsecond_rounding,9440,2010-07-31.18:11:23,2
Add SSL changes to 3.2 what's new,9439,2010-07-31.18:09:08,2
test_distutils failure,9038,2010-07-31.15:51:05,2
_ctypes module uses 'rwx' mmap() calls,9385,2010-07-31.15:10:19,2
"PYTHONSTARTUP should expand ""~""",8920,2010-07-31.12:10:58,2
2to3 does not rename test.test_support to  test.support,9429,2010-07-31.11:48:26,2
getopt need re-factor...,4650,2010-07-31.11:44:11,2
unquote(None) raises AttributeError - Instead of TypeError,9432,2010-07-31.11:42:56,2
Document str() and repr() of timedelta.,9430,2010-07-31.11:40:21,2
revert distutils to its 3.1 state,9088,2010-07-31.09:05:56,2
urllib.quote(None) returns None in 2.7 (raised TypeError before),9301,2010-07-31.09:04:15,2
Python debugger ignores exception if instructed to return from generator,6246,2010-07-30.16:14:44,2
Pdb doesn't call flush on its stdout file descriptor,1503502,2010-07-30.16:00:52,2
"""-m pdb"" SyntaxError for ""\r\n"" formatted py files",7964,2010-07-30.14:16:50,2
Explicitly state lack of support for keyword arguments in builtin functions,9426,2010-07-30.13:37:15,2
Improve pdb breakpoint feedback,809887,2010-07-30.12:01:54,2
Make the left sidebar in the doc collapsible,3143,2010-07-30.11:31:22,2
"pdb ""break"" command messes up ""continue""",5294,2010-07-30.10:29:44,2
doctest pdb readline broken,5727,2010-07-30.10:00:20,2
pdb messes up when debugging an non-ascii program,6719,2010-07-30.09:43:09,2
Pdb cannot access doctest source in postmortem,4938,2010-07-30.09:30:36,2
doctest assumes sys.displayhook hasn't been touched,8048,2010-07-30.09:23:29,2
unicode exceptions terminate pdb.pm() loop,7539,2010-07-30.09:19:24,2
pdb 'run' crashes when the it's first argument is non-string,1472251,2010-07-30.09:14:45,2
"pdb ""commands"" command throws you into postmortem if you enter an empty command",8015,2010-07-30.08:54:59,2
"""continue"" in .pdbrc has no effect",1437051,2010-07-30.08:30:08,2
pdb.Pdb.checkline() throws AttributeError if called before starting a debug session,9230,2010-07-30.07:21:33,2
"pdb: Allow the ""list"" command to return to the currently debugged line",4179,2010-07-30.07:16:49,2
Memory leak when reinitializing a Struct object,9422,2010-07-29.23:00:52,2
Improve support of PEP 383 (surrogates) in Python3: meta-issue,8242,2010-07-29.22:27:45,2
Wrong arguments in sqlite3.connect() documentation,8129,2010-07-29.22:25:11,2
tokenize.detect_encoding() and Mac newline,4377,2010-07-29.22:18:49,2
Reference leak for local new style class,9366,2010-07-29.21:28:05,2
Remove references to _xmlrpclib from xmlrpclib.py,1773632,2010-07-29.21:23:27,2
robotparser.py fail when more than one User-Agent: * is present,4108,2010-07-29.17:55:11,2
Error compiling valid regex,6156,2010-07-29.17:47:04,2
optparse required field for Options,6535,2010-07-29.17:17:58,2
string.Template custom pattern not working,6630,2010-07-29.17:16:25,2
infinite recursion from calling builtins.open(),6504,2010-07-29.17:06:31,2
code.runsource() parsing bug,6480,2010-07-29.17:03:46,2
zipfile: Extracting a directory that already exists generates an OSError,6050,2010-07-29.16:35:15,2
Remove references to the missing dbm.bsd module,9397,2010-07-29.16:28:16,2
docs for unittest.expectedFailure do not syntactically show it's a decorator,6522,2010-07-29.16:01:34,2
locale documentation describes non-existing ERA_YEAR constant,9388,2010-07-29.14:49:16,2
ConfigParser documentation does not mention ConfigParser.Error as base exception class for ConfigParser exceptions,9407,2010-07-29.14:32:34,2
Defaults in ConfigParser.get overrides section values,1090076,2010-07-29.14:17:20,2
<> in attrs in sgmllib not handled,745002,2010-07-29.14:02:30,2
zipfile.extractall always raises an OSError after successfully unzipping all files,9172,2010-07-29.14:00:49,2
document docs.python.org in PEP-101,965065,2010-07-29.13:50:47,2
documentation bug: HTMLParser needs to document unknown_decl,3874,2010-07-29.13:41:29,2
infinite loop with specific regexp,9414,2010-07-29.13:28:00,2
test_smtpd leaks references,9412,2010-07-29.13:20:00,2
2.7 framework install doesn't create 2to3-2.7,9392,2010-07-29.13:18:38,2
configparser doesn't support specifying encoding in read(),9411,2010-07-29.12:18:07,2
IGNORE_EXCEPTION_DETAIL should ignore the module name,7490,2010-07-29.03:43:53,2
ConfigParser exceptions do not subclass StandardError,9406,2010-07-29.03:33:07,2
buggy repr for os.environ,9283,2010-07-28.21:26:08,2
Direct calls to PyObject_Del/PyObject_DEL are broken for --with-pydebug,3299,2010-07-28.20:59:21,2
robotparser doesn't handle URL's with query strings,6325,2010-07-28.16:37:55,2
ConfigParser support for alt delimiters,1682942,2010-07-28.13:14:22,2
Duplicate UTF-16 BOM if a file is open in append mode,5006,2010-07-28.10:18:37,2
"shelve.open/bsddb.hashopen raise bsddb.db.DBNoSuchFileError: (2, 'No such file or directory') with Chinese Path",9394,2010-07-28.09:28:42,2
file_wrapper fails to provide getsockopt(),9354,2010-07-28.08:21:02,2
Traceback: Exception Shows Code that's On-Disk (Not in memory),9389,2010-07-28.03:32:49,2
Incremental encoder incompatibility between 2.x and py3k,6213,2010-07-28.01:59:06,2
PyArg_Parse*() functions: reject discontinious buffers,8991,2010-07-28.00:41:41,2
ctypes: remove implicit conversion between unicode and bytes,8966,2010-07-28.00:22:40,2
Make python -m pickle do something useful,9378,2010-07-27.23:03:18,2
test_threadsignals leaks references,7825,2010-07-27.22:51:19,2
Win32ErrorTests from test_os.py,3966,2010-07-27.22:28:34,2
Dead code in Objects/object.c,9294,2010-07-27.22:10:44,2
"binascii module, inconsistent behavior: some functions accept unicode string input",4770,2010-07-27.21:28:28,2
Allow docstrings on dicts and named tuples outside of functions or classes.,9391,2010-07-27.19:56:12,2
test_fileio fails on windows MSVC Assertion,5544,2010-07-27.15:19:52,2
Make python -m tkinter run tkinter demo,9387,2010-07-27.15:11:24,2
ConfigParser: accept leading whitespace on options+comments,1524825,2010-07-26.20:17:23,2
Refer to gnuwin32 diff util on development FAQ,9376,2010-07-26.15:10:37,2
PIL Bug with split,9383,2010-07-26.15:10:26,2
Improve 19.5. xml.dom.minidom doc,7637,2010-07-26.12:54:51,2
Python 2.7 breaks assigned __exit__s,9259,2010-07-26.10:11:26,2
syntax error in Unicode C API docs,9381,2010-07-26.08:52:01,2
ConfigParser load speedup,7113,2010-07-26.02:31:21,2
LC_CTYPE system setting not respected by setlocale(),9335,2010-07-26.00:26:23,2
Allow popping of n elements at once from a deque,9380,2010-07-26.00:17:26,2
minidom.py -- TypeError: object doesn't support slice assig,777884,2010-07-25.23:50:16,2
test_minidom.py fails for Python-2.4.3 on SUSE 9.3,1463043,2010-07-25.23:29:20,2
W3C <-> Python DOM type mapping docs need updating,1495229,2010-07-25.23:07:10,2
cookielib doesn't handle URLs with / in parameters,3704,2010-07-25.20:00:15,2
ElementTree: Incorrect serialization of end-of-line characters in attribute values,7139,2010-07-25.13:00:54,2
